radius_fraction,radius_cm,temperature_k,density_g_cm3,hydrogen_fraction,metal_fraction,opacity_cm2_g,luminosity_erg_s
5.7074784400e-01,3.9722783500e+10,3.3669011600e+06,6.7042433400e-01,7.1436587500e-01,1.9524812100e-02,1.0355718500e+01,3.8516371100e+33
5.7266514500e-01,3.9856223400e+10,3.3513383400e+06,6.5818042700e-01,7.1440656200e-01,1.9524326900e-02,1.0436059300e+01,3.8516349500e+33
5.7458466000e-01,3.9989817400e+10,3.3358116300e+06,6.4616736400e-01,7.1444662500e-01,1.9523920200e-02,1.0517176200e+01,3.8516328100e+33
5.7650636000e-01,4.0123563400e+10,3.3203200300e+06,6.3438090600e-01,7.1448601300e-01,1.9523620800e-02,1.0599095500e+01,3.8516306900e+33
5.7843021800e-01,4.0257459700e+10,3.3048625000e+06,6.2281689800e-01,7.1452467600e-01,1.9523465500e-02,1.0681848000e+01,3.8516286000e+33
5.8035620400e-01,4.0391504100e+10,3.2894379900e+06,6.1147126400e-01,7.1456255900e-01,1.9523429100e-02,1.0765439300e+01,3.8516265200e+33
5.8228429000e-01,4.0525694500e+10,3.2740454500e+06,6.0034000500e-01,7.1459960400e-01,1.9523437700e-02,1.0849854800e+01,3.8516244600e+33
5.8421444200e-01,4.0660028800e+10,3.2586838300e+06,5.8941919400e-01,7.1463574700e-01,1.9523521000e-02,1.0935123700e+01,3.8516224200e+33
5.8614662900e-01,4.0794504800e+10,3.2433520200e+06,5.7870498500e-01,7.1467093200e-01,1.9523749800e-02,1.1021294800e+01,3.8516204100e+33
5.8808081600e-01,4.0929119900e+10,3.2280488700e+06,5.6819360400e-01,7.1470510600e-01,1.9524155600e-02,1.1108401700e+01,3.8516184100e+33
5.9001696700e-01,4.1063871700e+10,3.2127731700e+06,5.5788138000e-01,7.1473822300e-01,1.9524744200e-02,1.1196468700e+01,3.8516164300e+33
5.9195504700e-01,4.1198757800e+10,3.1975237000e+06,5.4776487300e-01,7.1477024800e-01,1.9525510400e-02,1.1285517900e+01,3.8516144700e+33
5.9389501500e-01,4.1333775300e+10,3.1822992200e+06,5.3784051900e-01,7.1480115800e-01,1.9526440600e-02,1.1375567100e+01,3.8516125400e+33
5.9583683100e-01,4.1468921400e+10,3.1670984400e+06,5.2810477400e-01,7.1483094500e-01,1.9527519500e-02,1.1466633900e+01,3.8516106200e+33
5.9778045400e-01,4.1604193200e+10,3.1519200600e+06,5.1855416500e-01,7.1485959300e-01,1.9528743900e-02,1.1558752300e+01,3.8516087100e+33
5.9972583900e-01,4.1739587700e+10,3.1367627400e+06,5.0918529400e-01,7.1488708100e-01,1.9530135800e-02,1.1651939400e+01,3.8516068000e+33
6.0167294300e-01,4.1875101800e+10,3.1216251100e+06,4.9999481800e-01,7.1491342100e-01,1.9531727900e-02,1.1746231300e+01,3.8516049200e+33
6.0362171800e-01,4.2010732200e+10,3.1065057400e+06,4.9097945300e-01,7.1493865200e-01,1.9533548000e-02,1.1841671700e+01,3.8516030600e+33
6.0557211700e-01,4.2146475600e+10,3.0914031500e+06,4.8213597500e-01,7.1496283800e-01,1.9535617600e-02,1.1938303500e+01,3.8516012100e+33
6.0752409000e-01,4.2282328700e+10,3.0763157900e+06,4.7346122200e-01,7.1498607300e-01,1.9537955500e-02,1.2036170800e+01,3.8515993900e+33
6.0947758700e-01,4.2418287700e+10,3.0612420600e+06,4.6495208400e-01,7.1500848200e-01,1.9540584700e-02,1.2135322000e+01,3.8515975800e+33
6.1143255400e-01,4.2554349100e+10,3.0461803000e+06,4.5660551000e-01,7.1503022700e-01,1.9543528500e-02,1.2235808700e+01,3.8515958000e+33
6.1338893800e-01,4.2690509100e+10,3.0311287700e+06,4.4841850200e-01,7.1505150700e-01,1.9546797500e-02,1.2337679100e+01,3.8515940300e+33
6.1534668200e-01,4.2826763700e+10,3.0160856800e+06,4.4038811400e-01,7.1507256700e-01,1.9550413200e-02,1.2440989600e+01,3.8515922800e+33
6.1730572900e-01,4.2963109000e+10,3.0010491200e+06,4.3251145500e-01,7.1509369000e-01,1.9554435800e-02,1.2545818700e+01,3.8515905500e+33
6.1926601900e-01,4.3099540800e+10,2.9860171200e+06,4.2478561000e-01,7.1511521700e-01,1.9558916300e-02,1.2652243900e+01,3.8515888400e+33
6.2122749200e-01,4.3236055000e+10,2.9709875900e+06,4.1720774900e-01,7.1513753000e-01,1.9563859300e-02,1.2760324300e+01,3.8515871500e+33
6.2319008400e-01,4.3372647100e+10,2.9559583700e+06,4.0977529200e-01,7.1516105700e-01,1.9569260100e-02,1.2870120900e+01,3.8515854700e+33
6.2515373200e-01,4.3509312600e+10,2.9409272000e+06,4.0248556700e-01,7.1518627300e-01,1.9575172300e-02,1.2981726000e+01,3.8515838100e+33
6.2711836800e-01,4.3646046900e+10,2.9258916700e+06,3.9533594400e-01,7.1521369900e-01,1.9581755000e-02,1.3095290200e+01,3.8515821700e+33
6.2908392400e-01,4.3782845200e+10,2.9108492100e+06,3.8832385400e-01,7.1524389300e-01,1.9589009500e-02,1.3210892400e+01,3.8515805400e+33
6.3105032800e-01,4.3919702600e+10,2.8957970500e+06,3.8144680200e-01,7.1527743900e-01,1.9597304600e-02,1.3328805000e+01,3.8515789300e+33
6.3301750800e-01,4.4056613900e+10,2.8807324500e+06,3.7470233700e-01,7.1531490600e-01,1.9605777600e-02,1.3448678700e+01,3.8515773400e+33
6.3498538700e-01,4.4193574000e+10,2.8656494400e+06,3.6808831800e-01,7.1535743000e-01,1.9625767400e-02,1.3576494400e+01,3.8515757600e+33
6.3695388700e-01,4.4330577200e+10,2.8505468800e+06,3.6160228100e-01,7.1540522000e-01,1.9628939400e-02,1.3697747900e+01,3.8515742000e+33
6.3892292700e-01,4.4467618000e+10,2.8354232500e+06,3.5524176800e-01,7.1545868800e-01,1.9644381800e-02,1.3827514000e+01,3.8515726600e+33
6.4089241600e-01,4.4604690100e+10,2.8202326300e+06,3.4900766900e-01,7.1552699300e-01,1.9794399800e-02,1.4031009600e+01,3.8515711400e+33
6.4286225600e-01,4.4741786600e+10,2.8049936500e+06,3.4289588100e-01,7.1560772400e-01,1.9732071800e-02,1.4126078200e+01,3.8515696400e+33
6.4483235800e-01,4.4878901300e+10,2.7897350600e+06,3.3690166900e-01,7.1569581000e-01,1.9767454000e-02,1.4274925600e+01,3.8515681600e+33
6.4680261000e-01,4.5016026500e+10,2.7743163100e+06,3.3103256800e-01,7.1581988900e-01,2.0148627500e-02,1.4629101600e+01,3.8515667100e+33
6.4877288200e-01,4.5153153100e+10,2.7587955900e+06,3.2528106200e-01,7.1597305200e-01,1.9989384900e-02,1.4668814200e+01,3.8515652900e+33
6.5074307500e-01,4.5290274100e+10,2.7432372900e+06,3.1963996400e-01,7.1614387500e-01,2.0122677400e-02,1.4897014500e+01,3.8515638900e+33
6.5271309500e-01,4.5427383100e+10,2.7276110000e+06,3.1410897300e-01,7.1633917200e-01,2.0046385900e-02,1.4994372400e+01,3.8515625100e+33
6.5468284700e-01,4.5564473500e+10,2.7119401900e+06,3.0868427400e-01,7.1655515400e-01,2.0091421400e-02,1.5174100000e+01,3.8515611400e+33
6.5665223200e-01,4.5701538300e+10,2.6961994500e+06,3.0336546900e-01,7.1679751100e-01,2.0076975200e-02,1.5318569200e+01,3.8515597900e+33
6.5862115000e-01,4.5838570700e+10,2.6803964900e+06,2.9814986500e-01,7.1706559000e-01,2.0082701600e-02,1.5480193300e+01,3.8515584500e+33
6.6058949700e-01,4.5975563200e+10,2.6645209000e+06,2.9303609600e-01,7.1736201400e-01,2.0082547200e-02,1.5642002800e+01,3.8515571200e+33
6.6255716400e-01,4.6112508500e+10,2.6485685400e+06,2.8802240900e-01,7.1768824600e-01,2.0082651700e-02,1.5808310100e+01,3.8515558000e+33
6.6452403900e-01,4.6249398600e+10,2.6325333000e+06,2.8310724800e-01,7.1804597600e-01,2.0081640000e-02,1.5978440400e+01,3.8515545000e+33
6.6649000600e-01,4.6386225600e+10,2.6164102800e+06,2.7828904200e-01,7.1843652100e-01,2.0076293100e-02,1.6150380700e+01,3.8515532100e+33
6.6845494400e-01,4.6522980900e+10,2.6001970600e+06,2.7356613000e-01,7.1886050000e-01,2.0061846100e-02,1.6320891100e+01,3.8515519300e+33
6.7041873000e-01,4.6659656000e+10,2.5838940200e+06,2.6893675100e-01,7.1931775100e-01,2.0034642200e-02,1.6487322100e+01,3.8515506700e+33
6.7238123800e-01,4.6796242200e+10,2.5675034700e+06,2.6439909200e-01,7.1980755300e-01,1.9991245400e-02,1.6648096600e+01,3.8515494100e+33
6.7434233900e-01,4.6932730500e+10,2.5510265400e+06,2.5995147400e-01,7.2032928800e-01,1.9929390600e-02,1.6806867800e+01,3.8515481600e+33
6.7630190200e-01,4.7069111700e+10,2.5344632000e+06,2.5559234100e-01,7.2088246800e-01,1.9853713500e-02,1.6962040100e+01,3.8515469200e+33
6.7825979100e-01,4.7205376400e+10,2.5178111300e+06,2.5132033300e-01,7.2146697800e-01,1.9773749400e-02,1.7119431800e+01,3.8515456900e+33
6.8021586500e-01,4.7341514900e+10,2.5010657100e+06,2.4713429200e-01,7.2208294900e-01,1.9692718200e-02,1.7277624300e+01,3.8515444700e+33
6.8216997700e-01,4.7477516700e+10,2.4842239600e+06,2.4303274400e-01,7.2272993200e-01,1.9604127500e-02,1.7434222700e+01,3.8515432600e+33
6.8412197500e-01,4.7613371500e+10,2.4672833100e+06,2.3901483900e-01,7.2340722000e-01,1.9506526000e-02,1.7590318900e+01,3.8515420500e+33
6.8607169800e-01,4.7749067900e+10,2.4502382200e+06,2.3507944900e-01,7.2411455400e-01,1.9406668100e-02,1.7750437500e+01,3.8515408500e+33
6.8801897700e-01,4.7884594200e+10,2.4330793600e+06,2.3122596400e-01,7.2485236800e-01,1.9308117700e-02,1.7917351800e+01,3.8515396600e+33
6.8996363100e-01,4.8019937800e+10,2.4157951900e+06,2.2745385400e-01,7.2562145300e-01,1.9211494700e-02,1.8092070200e+01,3.8515384700e+33
6.9190546700e-01,4.8155085300e+10,2.3983727300e+06,2.2376268600e-01,7.2642283000e-01,1.9117511300e-02,1.8275766700e+01,3.8515372900e+33
6.9384427800e-01,4.8290022200e+10,2.3807975300e+06,2.2015211900e-01,7.2725779100e-01,1.9026178100e-02,1.8469242300e+01,3.8515361100e+33
6.9577984300e-01,4.8424733200e+10,2.3630547400e+06,2.1662184100e-01,7.2812774200e-01,1.8934818700e-02,1.8671465300e+01,3.8515349300e+33
6.9771192500e-01,4.8559201900e+10,2.3451294400e+06,2.1317154000e-01,7.2903415900e-01,1.8842058400e-02,1.8882275000e+01,3.8515337600e+33
6.9964027300e-01,4.8693410600e+10,2.3270077100e+06,2.0980084000e-01,7.2997839700e-01,1.8742249400e-02,1.9098346400e+01,3.8515325900e+33
7.0156462100e-01,4.8827340900e+10,2.3086735800e+06,2.0650948500e-01,7.3096237100e-01,1.8642476200e-02,1.9325645700e+01,3.8515314200e+33
7.0348468200e-01,4.8960972900e+10,2.2901103800e+06,2.0329745500e-01,7.3198696700e-01,1.8533277400e-02,1.9558055300e+01,3.8515302500e+33
7.0540015100e-01,4.9094285300e+10,2.2713061800e+06,2.0016541500e-01,7.3304579300e-01,1.8406561100e-02,1.9789902600e+01,3.8515290800e+33
7.0731068300e-01,4.9227254100e+10,2.2522430200e+06,1.9711648700e-01,7.3411919800e-01,1.8282049100e-02,2.0037225300e+01,3.8515279100e+33
7.0921586900e-01,4.9359850800e+10,2.2328877100e+06,1.9415632600e-01,7.3517720300e-01,1.8173193400e-02,2.0312891100e+01,3.8515267300e+33
7.1111525800e-01,4.9492044100e+10,2.2132166500e+06,1.9128295100e-01,7.3623689900e-01,1.8032854800e-02,2.0580465200e+01,3.8515255500e+33
7.1307396600e-01,4.9628365800e+10,2.1926118900e+06,1.8838796700e-01,7.3736539800e-01,1.7991184000e-02,2.0960227700e+01,3.8515243100e+33
7.1495765900e-01,4.9759466700e+10,2.1727274200e+06,1.8580105200e-01,7.3736539800e-01,1.7991184000e-02,2.1377144900e+01,3.8515231600e+33
7.1683525800e-01,4.9890143400e+10,2.1530028000e+06,1.8324743600e-01,7.3736539800e-01,1.7991184000e-02,2.1800949400e+01,3.8515220400e+33
7.1870473600e-01,5.0020254900e+10,2.1334573500e+06,1.8072860700e-01,7.3736539800e-01,1.7991184000e-02,2.2231243700e+01,3.8515209400e+33
7.2056605400e-01,5.0149798500e+10,2.1140897100e+06,1.7824439100e-01,7.3736539800e-01,1.7991184000e-02,2.2667994300e+01,3.8515198700e+33
7.2241919000e-01,5.0278772700e+10,2.0948982700e+06,1.7579435200e-01,7.3736539800e-01,1.7991184000e-02,2.3111181000e+01,3.8515188200e+33
7.2426412300e-01,5.0407175900e+10,2.0758814300e+06,1.7337806700e-01,7.3736539800e-01,1.7991184000e-02,2.3560772400e+01,3.8515178000e+33
7.2610083200e-01,5.0535006700e+10,2.0570376100e+06,1.7099508600e-01,7.3736539800e-01,1.7991184000e-02,2.4016721500e+01,3.8515167900e+33
7.2792929500e-01,5.0662263800e+10,2.0383652200e+06,1.6864495700e-01,7.3736539800e-01,1.7991184000e-02,2.4478967700e+01,3.8515158100e+33
7.2974949500e-01,5.0788945600e+10,2.0198627100e+06,1.6632723700e-01,7.3736539800e-01,1.7991184000e-02,2.4947435900e+01,3.8515148500e+33
7.3156141100e-01,5.0915051000e+10,2.0015285200e+06,1.6404148600e-01,7.3736539800e-01,1.7991184000e-02,2.5422036200e+01,3.8515139100e+33
7.3336502700e-01,5.1040578600e+10,1.9833611000e+06,1.6178719400e-01,7.3736539800e-01,1.7991184000e-02,2.5892067000e+01,3.8515130000e+33
7.3516032600e-01,5.1165527500e+10,1.9653589200e+06,1.5956370100e-01,7.3736539800e-01,1.7991184000e-02,2.6361794800e+01,3.8515121000e+33
7.3694729600e-01,5.1289896600e+10,1.9475204500e+06,1.5737066300e-01,7.3736539800e-01,1.7991184000e-02,2.6836562100e+01,3.8515112300e+33
7.3872592300e-01,5.1413685100e+10,1.9298442000e+06,1.5520769600e-01,7.3736539800e-01,1.7991184000e-02,2.7316377600e+01,3.8515103700e+33
7.4049619500e-01,5.1536892100e+10,1.9123286600e+06,1.5307441400e-01,7.3736539800e-01,1.7991184000e-02,2.7801250700e+01,3.8515095300e+33
7.4225809900e-01,5.1659516700e+10,1.8949723800e+06,1.5097043600e-01,7.3736539800e-01,1.7991184000e-02,2.8291192000e+01,3.8515087100e+33
7.4401162200e-01,5.1781558000e+10,1.8777738900e+06,1.4889537900e-01,7.3736539800e-01,1.7991184000e-02,2.8786213300e+01,3.8515079100e+33
7.4575675500e-01,5.1903015400e+10,1.8607317600e+06,1.4684886600e-01,7.3736539800e-01,1.7991184000e-02,2.9286327400e+01,3.8515071300e+33
7.4749348600e-01,5.2023888000e+10,1.8438445600e+06,1.4483052000e-01,7.3736539800e-01,1.7991184000e-02,2.9791548200e+01,3.8515063700e+33
7.4922180400e-01,5.2144175100e+10,1.8271108800e+06,1.4283996800e-01,7.3736539800e-01,1.7991184000e-02,3.0301891000e+01,3.8515056200e+33
7.5094170200e-01,5.2263876200e+10,1.8105293300e+06,1.4087683900e-01,7.3736539800e-01,1.7991184000e-02,3.0817372100e+01,3.8515048900e+33
7.5265316900e-01,5.2382990500e+10,1.7940985400e+06,1.3894076600e-01,7.3736539800e-01,1.7991184000e-02,3.1338009300e+01,3.8515041800e+33
7.5435619700e-01,5.2501517500e+10,1.7778171300e+06,1.3703138300e-01,7.3736539800e-01,1.7991184000e-02,3.1863821400e+01,3.8515034900e+33
7.5605077800e-01,5.2619456600e+10,1.7616837500e+06,1.3514832900e-01,7.3736539800e-01,1.7991184000e-02,3.2394828800e+01,3.8515028100e+33
7.5773690700e-01,5.2736807400e+10,1.7456970700e+06,1.3329127300e-01,7.3736539800e-01,1.7991184000e-02,3.2931056900e+01,3.8515021400e+33
7.5941457700e-01,5.2853569500e+10,1.7298557600e+06,1.3145963400e-01,7.3736539800e-01,1.7991184000e-02,3.3472494100e+01,3.8515014900e+33
7.6108378500e-01,5.2969742700e+10,1.7141584800e+06,1.2965307300e-01,7.3736539800e-01,1.7991184000e-02,3.4019164100e+01,3.8515008600e+33
7.6274452900e-01,5.3085326800e+10,1.6986039200e+06,1.2787127000e-01,7.3736539800e-01,1.7991184000e-02,3.4571095100e+01,3.8515002400e+33
7.6439680600e-01,5.3200321600e+10,1.6831907800e+06,1.2611390700e-01,7.3736539800e-01,1.7991184000e-02,3.5128316100e+01,3.8514996400e+33
7.6604061600e-01,5.3314727100e+10,1.6679177600e+06,1.2438066700e-01,7.3736539800e-01,1.7991184000e-02,3.5690857800e+01,3.8514990500e+33
7.6767595600e-01,5.3428543100e+10,1.6527835800e+06,1.2267123500e-01,7.3736539800e-01,1.7991184000e-02,3.6258751800e+01,3.8514984700e+33
7.6930282600e-01,5.3541769700e+10,1.6377869800e+06,1.2098529900e-01,7.3736539800e-01,1.7991184000e-02,3.6832030800e+01,3.8514979100e+33
7.7092122600e-01,5.3654406700e+10,1.6229266900e+06,1.1932255000e-01,7.3736539800e-01,1.7991184000e-02,3.7410728400e+01,3.8514973600e+33
7.7253115500e-01,5.3766454200e+10,1.6082014800e+06,1.1768267900e-01,7.3736539800e-01,1.7991184000e-02,3.7994879100e+01,3.8514968200e+33
7.7413261500e-01,5.3877912300e+10,1.5936101200e+06,1.1606538100e-01,7.3736539800e-01,1.7991184000e-02,3.8584518000e+01,3.8514963000e+33
7.7572560800e-01,5.3988781000e+10,1.5791513800e+06,1.1447035400e-01,7.3736539800e-01,1.7991184000e-02,3.9179968900e+01,3.8514957900e+33
7.7731013400e-01,5.4099060500e+10,1.5648240500e+06,1.1289729700e-01,7.3736539800e-01,1.7991184000e-02,3.9781259400e+01,3.8514952900e+33
7.7888619600e-01,5.4208751000e+10,1.5506269500e+06,1.1134591400e-01,7.3736539800e-01,1.7991184000e-02,4.0387916800e+01,3.8514948000e+33
7.8045379800e-01,5.4317852600e+10,1.5365588900e+06,1.0981591000e-01,7.3736539800e-01,1.7991184000e-02,4.0999965700e+01,3.8514943300e+33
7.8201294200e-01,5.4426365600e+10,1.5226187100e+06,1.0830699400e-01,7.3736539800e-01,1.7991184000e-02,4.1617435000e+01,3.8514938600e+33
7.8356363400e-01,5.4534290300e+10,1.5088052300e+06,1.0681887800e-01,7.3736539800e-01,1.7991184000e-02,4.2240357500e+01,3.8514934100e+33
7.8510587800e-01,5.4641627000e+10,1.4951173300e+06,1.0535121400e-01,7.3736539800e-01,1.7991184000e-02,4.2868755300e+01,3.8514929700e+33
7.8663968000e-01,5.4748376300e+10,1.4815538700e+06,1.0390367400e-01,7.3736539800e-01,1.7991184000e-02,4.3500318000e+01,3.8514925400e+33
7.8816504900e-01,5.4854538600e+10,1.4681137200e+06,1.0247592100e-01,7.3736539800e-01,1.7991184000e-02,4.4136925500e+01,3.8514921200e+33
7.8968199400e-01,5.4960114600e+10,1.4547957700e+06,1.0106771100e-01,7.3736539800e-01,1.7991184000e-02,4.4779380900e+01,3.8514917100e+33
7.9119052400e-01,5.5065104900e+10,1.4415989300e+06,9.9678802000e-02,7.3736539800e-01,1.7991184000e-02,4.5427758900e+01,3.8514913100e+33
7.9269064700e-01,5.5169510100e+10,1.4285220700e+06,9.8308979500e-02,7.3736539800e-01,1.7991184000e-02,4.6082145400e+01,3.8514909200e+33
7.9418237300e-01,5.5273330900e+10,1.4155641100e+06,9.6958009500e-02,7.3736539800e-01,1.7991184000e-02,4.6742625800e+01,3.8514905400e+33
7.9566571100e-01,5.5376568000e+10,1.4027239700e+06,9.5625648000e-02,7.3736539800e-01,1.7991184000e-02,4.7409286600e+01,3.8514901600e+33
7.9714067000e-01,5.5479221900e+10,1.3900005400e+06,9.4311652700e-02,7.3736539800e-01,1.7991184000e-02,4.8082218800e+01,3.8514898000e+33
7.9860726100e-01,5.5581293400e+10,1.3773927600e+06,9.3015782700e-02,7.3736539800e-01,1.7991184000e-02,4.8761517800e+01,3.8514894500e+33
8.0006549400e-01,5.5682783100e+10,1.3648995600e+06,9.1737799100e-02,7.3736539800e-01,1.7991184000e-02,4.9447283300e+01,3.8514891000e+33
8.0151537900e-01,5.5783691900e+10,1.3525198600e+06,9.0477465000e-02,7.3736539800e-01,1.7991184000e-02,5.0139619600e+01,3.8514887700e+33
8.0295692700e-01,5.5884020400e+10,1.3402526100e+06,8.9234638700e-02,7.3736539800e-01,1.7991184000e-02,5.0838666200e+01,3.8514884400e+33
8.0439015000e-01,5.5983769600e+10,1.3280967600e+06,8.8008683400e-02,7.3736539800e-01,1.7991184000e-02,5.1544400200e+01,3.8514881200e+33
8.0581506500e-01,5.6082940500e+10,1.3160512800e+06,8.6799530600e-02,7.3736539800e-01,1.7991184000e-02,5.2256986500e+01,3.8514878100e+33
8.0723168600e-01,5.6181534200e+10,1.3041151500e+06,8.5606966900e-02,7.3736539800e-01,1.7991184000e-02,5.2976546300e+01,3.8514875000e+33
8.0864002800e-01,5.6279551700e+10,1.2922873500e+06,8.4430779200e-02,7.3736539800e-01,1.7991184000e-02,5.3703204200e+01,3.8514872100e+33
8.1004010600e-01,5.6376994000e+10,1.2805669100e+06,8.3270755300e-02,7.3736539800e-01,1.7991184000e-02,5.4437088300e+01,3.8514869200e+33
8.1143193600e-01,5.6473862300e+10,1.2689528300e+06,8.2126683900e-02,7.3736539800e-01,1.7991184000e-02,5.5178329900e+01,3.8514866400e+33
8.1281553200e-01,5.6570157500e+10,1.2574441400e+06,8.0998354800e-02,7.3736539800e-01,1.7991184000e-02,5.5927988300e+01,3.8514863600e+33
8.1419091200e-01,5.6665880900e+10,1.2460398800e+06,7.9885559400e-02,7.3736539800e-01,1.7991184000e-02,5.6691074400e+01,3.8514860900e+33
8.1555809100e-01,5.6761033500e+10,1.2347390900e+06,7.8788090500e-02,7.3736539800e-01,1.7991184000e-02,5.7461316700e+01,3.8514858300e+33
8.1691708600e-01,5.6855616500e+10,1.2235408300e+06,7.7705742500e-02,7.3736539800e-01,1.7991184000e-02,5.8238782700e+01,3.8514855800e+33
8.1826791400e-01,5.6949631200e+10,1.2124441600e+06,7.6638312000e-02,7.3736539800e-01,1.7991184000e-02,5.9023555200e+01,3.8514853300e+33
8.1961059300e-01,5.7043078700e+10,1.2014481400e+06,7.5585597300e-02,7.3736539800e-01,1.7991184000e-02,5.9815732500e+01,3.8514850900e+33
8.2094514200e-01,5.7135960300e+10,1.1905518600e+06,7.4547320200e-02,7.3736539800e-01,1.7991184000e-02,6.0615395000e+01,3.8514848500e+33
8.2227157800e-01,5.7228277300e+10,1.1797543700e+06,7.3523301000e-02,7.3736539800e-01,1.7991184000e-02,6.1422683700e+01,3.8514846200e+33
8.2358992300e-01,5.7320031200e+10,1.1690547400e+06,7.2513342000e-02,7.3736539800e-01,1.7991184000e-02,6.2237749200e+01,3.8514844000e+33
8.2490019600e-01,5.7411223300e+10,1.1584520700e+06,7.1517270400e-02,7.3736539800e-01,1.7991184000e-02,6.3060771000e+01,3.8514841800e+33
8.2620241800e-01,5.7501855000e+10,1.1479454700e+06,7.0534912300e-02,7.3736539800e-01,1.7991184000e-02,6.3891946800e+01,3.8514839700e+33
8.2749660700e-01,5.7591927700e+10,1.1375340700e+06,6.9566093500e-02,7.3736539800e-01,1.7991184000e-02,6.4731493500e+01,3.8514837600e+33
8.2878278500e-01,5.7681442900e+10,1.1272170100e+06,6.8610639100e-02,7.3736539800e-01,1.7991184000e-02,6.5579648300e+01,3.8514835600e+33
8.3006097200e-01,5.7770401800e+10,1.1169934600e+06,6.7668374400e-02,7.3736539800e-01,1.7991184000e-02,6.6436670200e+01,3.8514833600e+33
8.3133118800e-01,5.7858806100e+10,1.1068625700e+06,6.6739125000e-02,7.3736539800e-01,1.7991184000e-02,6.7302840200e+01,3.8514831700e+33
8.3259345500e-01,5.7946657000e+10,1.0968235400e+06,6.5822757400e-02,7.3736539800e-01,1.7991184000e-02,6.8178486400e+01,3.8514829900e+33
8.3384779400e-01,5.8033956200e+10,1.0868755300e+06,6.4918906100e-02,7.3736539800e-01,1.7991184000e-02,6.9063834300e+01,3.8514828000e+33
8.3509422900e-01,5.8120705300e+10,1.0770177100e+06,6.4027433500e-02,7.3736539800e-01,1.7991184000e-02,6.9959261100e+01,3.8514826300e+33
8.3633278400e-01,5.8206906000e+10,1.0672492400e+06,6.3148189500e-02,7.3736539800e-01,1.7991184000e-02,7.0865165000e+01,3.8514824500e+33
8.3756348300e-01,5.8292559900e+10,1.0575692900e+06,6.2281023500e-02,7.3736539800e-01,1.7991184000e-02,7.1781972500e+01,3.8514822900e+33
8.3878635000e-01,5.8377668700e+10,1.0479770500e+06,6.1425784500e-02,7.3736539800e-01,1.7991184000e-02,7.2710139100e+01,3.8514821200e+33
