radius_fraction,radius_cm,temperature_k,density_g_cm3,hydrogen_fraction,metal_fraction,opacity_cm2_g,luminosity_erg_s
9.9385260200e-01,6.9169935900e+10,2.9694156200e+04,9.1916949000e-05,7.3736539800e-01,1.7991184000e-02,7.6192570400e+04,3.8514767100e+33
9.9389011500e-01,6.9172546700e+10,2.9553728500e+04,9.0369327900e-05,7.3736539800e-01,1.7991184000e-02,7.5059728900e+04,3.8514767100e+33
9.9392740500e-01,6.9175142000e+10,2.9414498200e+04,8.8846451700e-05,7.3736539800e-01,1.7991184000e-02,7.3938030900e+04,3.8514767100e+33
9.9396447400e-01,6.9177721900e+10,2.9276453100e+04,8.7347795200e-05,7.3736539800e-01,1.7991184000e-02,7.2827783500e+04,3.8514767100e+33
9.9400132400e-01,6.9180286600e+10,2.9139580900e+04,8.5872868200e-05,7.3736539800e-01,1.7991184000e-02,7.1729276200e+04,3.8514767100e+33
9.9403795700e-01,6.9182836100e+10,2.9003869300e+04,8.4421212200e-05,7.3736539800e-01,1.7991184000e-02,7.0642781700e+04,3.8514767100e+33
9.9407437400e-01,6.9185370700e+10,2.8869306200e+04,8.2992397400e-05,7.3736539800e-01,1.7991184000e-02,7.0279598700e+04,3.8514767100e+33
9.9411057800e-01,6.9187890400e+10,2.8735879700e+04,8.1586017900e-05,7.3736539800e-01,1.7991184000e-02,6.9189924800e+04,3.8514767100e+33
9.9414657100e-01,6.9190395400e+10,2.8603578200e+04,8.0201556800e-05,7.3736539800e-01,1.7991184000e-02,6.8113927900e+04,3.8514767100e+33
9.9418235500e-01,6.9192885900e+10,2.8472390800e+04,7.8838509600e-05,7.3736539800e-01,1.7991184000e-02,6.7051704600e+04,3.8514767100e+33
9.9421793200e-01,6.9195362000e+10,2.8342306300e+04,7.7496477200e-05,7.3736539800e-01,1.7991184000e-02,6.6003379200e+04,3.8514767100e+33
9.9425330400e-01,6.9197823800e+10,2.8213312600e+04,7.6175090800e-05,7.3736539800e-01,1.7991184000e-02,6.4969064100e+04,3.8514767100e+33
9.9428847300e-01,6.9200271500e+10,2.8085397600e+04,7.4874017400e-05,7.3736539800e-01,1.7991184000e-02,6.3981758100e+04,3.8514767100e+33
9.9432344200e-01,6.9202705300e+10,2.7958549700e+04,7.3594142800e-05,7.3736539800e-01,1.7991184000e-02,6.3017485200e+04,3.8514767100e+33
9.9435821200e-01,6.9205125200e+10,2.7832759700e+04,7.2335874700e-05,7.3736539800e-01,1.7991184000e-02,6.2066382500e+04,3.8514767100e+33
9.9439278400e-01,6.9207531300e+10,2.7708018200e+04,7.1098708600e-05,7.3736539800e-01,1.7991184000e-02,6.1128100900e+04,3.8514767100e+33
9.9442716000e-01,6.9209923800e+10,2.7584315500e+04,6.9882170000e-05,7.3736539800e-01,1.7991184000e-02,6.0202315200e+04,3.8514767100e+33
9.9446134000e-01,6.9212302700e+10,2.7461641400e+04,6.8685812200e-05,7.3736539800e-01,1.7991184000e-02,5.9288722900e+04,3.8514767100e+33
9.9449532700e-01,6.9214668000e+10,2.7339986600e+04,6.7509171700e-05,7.3736539800e-01,1.7991184000e-02,5.8387021800e+04,3.8514767100e+33
9.9452912100e-01,6.9217020100e+10,2.7219342800e+04,6.6351762000e-05,7.3736539800e-01,1.7991184000e-02,5.7496907700e+04,3.8514767100e+33
9.9456272500e-01,6.9219358800e+10,2.7099701200e+04,6.5213130900e-05,7.3736539800e-01,1.7991184000e-02,5.6618099900e+04,3.8514767100e+33
9.9459613900e-01,6.9221684400e+10,2.6981051700e+04,6.4092858800e-05,7.3736539800e-01,1.7991184000e-02,5.5750340300e+04,3.8514767100e+33
9.9462936700e-01,6.9223996900e+10,2.6863383900e+04,6.2990556300e-05,7.3736539800e-01,1.7991184000e-02,5.4893391500e+04,3.8514767100e+33
9.9466240800e-01,6.9226296600e+10,2.6746686300e+04,6.1905861900e-05,7.3736539800e-01,1.7991184000e-02,5.4047035200e+04,3.8514767100e+33
9.9469526600e-01,6.9228583400e+10,2.6630947200e+04,6.0838439500e-05,7.3736539800e-01,1.7991184000e-02,5.3211071600e+04,3.8514767100e+33
9.9472794200e-01,6.9230857600e+10,2.6516154300e+04,5.9787977000e-05,7.3736539800e-01,1.7991184000e-02,5.2385317300e+04,3.8514767100e+33
9.9476043800e-01,6.9233119200e+10,2.6402294900e+04,5.8754184200e-05,7.3736539800e-01,1.7991184000e-02,5.1569605000e+04,3.8514767100e+33
9.9479275600e-01,6.9235368500e+10,2.6289356000e+04,5.7736790900e-05,7.3736539800e-01,1.7991184000e-02,5.0763781900e+04,3.8514767100e+33
9.9482489600e-01,6.9237605400e+10,2.6177325000e+04,5.6735575000e-05,7.3736539800e-01,1.7991184000e-02,4.9967725200e+04,3.8514767100e+33
9.9485686200e-01,6.9239830100e+10,2.6066191400e+04,5.5750565500e-05,7.3736539800e-01,1.7991184000e-02,4.9181456500e+04,3.8514767100e+33
9.9488865400e-01,6.9242042800e+10,2.5955948500e+04,5.4782688200e-05,7.3736539800e-01,1.7991184000e-02,4.8405489700e+04,3.8514767100e+33
9.9492027400e-01,6.9244243400e+10,2.5846590500e+04,5.3831649200e-05,7.3736539800e-01,1.7991184000e-02,4.7639689900e+04,3.8514767100e+33
9.9495172100e-01,6.9246432100e+10,2.5738110800e+04,5.2896950200e-05,7.3736539800e-01,1.7991184000e-02,4.6883813400e+04,3.8514767100e+33
9.9498299800e-01,6.9248608900e+10,2.5630501600e+04,5.1978129700e-05,7.3736539800e-01,1.7991184000e-02,4.6137636900e+04,3.8514767100e+33
9.9501410600e-01,6.9250773900e+10,2.5523754500e+04,5.1074761800e-05,7.3736539800e-01,1.7991184000e-02,4.5400956900e+04,3.8514767100e+33
9.9504504500e-01,6.9252927200e+10,2.5417859800e+04,5.0186453000e-05,7.3736539800e-01,1.7991184000e-02,4.4673588000e+04,3.8514767100e+33
9.9507581700e-01,6.9255068900e+10,2.5312807600e+04,4.9312839600e-05,7.3736539800e-01,1.7991184000e-02,4.3955361200e+04,3.8514767100e+33
9.9510642300e-01,6.9257199000e+10,2.5208587100e+04,4.8453585500e-05,7.3736539800e-01,1.7991184000e-02,4.3246123300e+04,3.8514767100e+33
9.9513686500e-01,6.9259317700e+10,2.5105186900e+04,4.7608380200e-05,7.3736539800e-01,1.7991184000e-02,4.2544264200e+04,3.8514767100e+33
9.9516714500e-01,6.9261425100e+10,2.5002595400e+04,4.6776936700e-05,7.3736539800e-01,1.7991184000e-02,4.1841819200e+04,3.8514767100e+33
9.9519726400e-01,6.9263521300e+10,2.4900801300e+04,4.5959116200e-05,7.3736539800e-01,1.7991184000e-02,4.1148628500e+04,3.8514767100e+33
9.9522722300e-01,6.9265606400e+10,2.4799796300e+04,4.5154756000e-05,7.3736539800e-01,1.7991184000e-02,4.0464703900e+04,3.8514767100e+33
9.9525702300e-01,6.9267680400e+10,2.4699572500e+04,4.4363529100e-05,7.3736539800e-01,1.7991184000e-02,3.9789964000e+04,3.8514767100e+33
9.9528666700e-01,6.9269743600e+10,2.4600121200e+04,4.3585135100e-05,7.3736539800e-01,1.7991184000e-02,3.9124333800e+04,3.8514767100e+33
9.9531615500e-01,6.9271795900e+10,2.4501433500e+04,4.2819295900e-05,7.3736539800e-01,1.7991184000e-02,3.8467742900e+04,3.8514767100e+33
9.9534549000e-01,6.9273837500e+10,2.4403500000e+04,4.2065767800e-05,7.3736539800e-01,1.7991184000e-02,3.7820132200e+04,3.8514767100e+33
9.9537467200e-01,6.9275868500e+10,2.4306311900e+04,4.1325229500e-05,7.3736539800e-01,1.7991184000e-02,3.7181922500e+04,3.8514767100e+33
9.9540370300e-01,6.9277889000e+10,2.4209862800e+04,4.0597860700e-05,7.3736539800e-01,1.7991184000e-02,3.6553269400e+04,3.8514767100e+33
9.9543258300e-01,6.9279899000e+10,2.4114145700e+04,3.9883255600e-05,7.3736539800e-01,1.7991184000e-02,3.5934013900e+04,3.8514767100e+33
9.9546131300e-01,6.9281898500e+10,2.4019152800e+04,3.9181038300e-05,7.3736539800e-01,1.7991184000e-02,3.5324006100e+04,3.8514767100e+33
9.9548989400e-01,6.9283887700e+10,2.3924875600e+04,3.8490862400e-05,7.3736539800e-01,1.7991184000e-02,3.4723105100e+04,3.8514767100e+33
9.9551832600e-01,6.9285866600e+10,2.3831304800e+04,3.7812408800e-05,7.3736539800e-01,1.7991184000e-02,3.4131178300e+04,3.8514767100e+33
9.9554661200e-01,6.9287835200e+10,2.3738430500e+04,3.7145386100e-05,7.3736539800e-01,1.7991184000e-02,3.3548102000e+04,3.8514767100e+33
9.9557475300e-01,6.9289793700e+10,2.3646243700e+04,3.6489743400e-05,7.3736539800e-01,1.7991184000e-02,3.2973874100e+04,3.8514767100e+33
9.9560274800e-01,6.9291742100e+10,2.3554737900e+04,3.5845303900e-05,7.3736539800e-01,1.7991184000e-02,3.2408429700e+04,3.8514767100e+33
9.9563060000e-01,6.9293680600e+10,2.3463906500e+04,3.5211755700e-05,7.3736539800e-01,1.7991184000e-02,3.1851630100e+04,3.8514767100e+33
9.9565831000e-01,6.9295609100e+10,2.3373742300e+04,3.4588809600e-05,7.3736539800e-01,1.7991184000e-02,3.1303343800e+04,3.8514767100e+33
9.9568587800e-01,6.9297527800e+10,2.3284237900e+04,3.3976197800e-05,7.3736539800e-01,1.7991184000e-02,3.0763445800e+04,3.8514767100e+33
9.9571330600e-01,6.9299436700e+10,2.3195385200e+04,3.3373672300e-05,7.3736539800e-01,1.7991184000e-02,3.0231817200e+04,3.8514767100e+33
9.9574059600e-01,6.9301336000e+10,2.3107175900e+04,3.2781003300e-05,7.3736539800e-01,1.7991184000e-02,2.9708344700e+04,3.8514767100e+33
9.9576774800e-01,6.9303225800e+10,2.3019601500e+04,3.2197978600e-05,7.3736539800e-01,1.7991184000e-02,2.9192920400e+04,3.8514767100e+33
9.9579476500e-01,6.9305106100e+10,2.2932653300e+04,3.1624401500e-05,7.3736539800e-01,1.7991184000e-02,2.8685440800e+04,3.8514767100e+33
9.9582164700e-01,6.9306977000e+10,2.2846322800e+04,3.1060715700e-05,7.3736539800e-01,1.7991184000e-02,2.8186122400e+04,3.8514767100e+33
9.9584839600e-01,6.9308838700e+10,2.2760604000e+04,3.0507271700e-05,7.3736539800e-01,1.7991184000e-02,2.7695133900e+04,3.8514767100e+33
9.9587501100e-01,6.9310691000e+10,2.2675490500e+04,2.9963731500e-05,7.3736539800e-01,1.7991184000e-02,2.7212294200e+04,3.8514767100e+33
9.9590149300e-01,6.9312534100e+10,2.2590975300e+04,2.9429782700e-05,7.3736539800e-01,1.7991184000e-02,2.6737431900e+04,3.8514767100e+33
9.9592784400e-01,6.9314368100e+10,2.2507050700e+04,2.8905138600e-05,7.3736539800e-01,1.7991184000e-02,2.6270385400e+04,3.8514767100e+33
9.9595406400e-01,6.9316193000e+10,2.2423709200e+04,2.8389703100e-05,7.3736539800e-01,1.7991184000e-02,2.5811085900e+04,3.8514767100e+33
9.9598015400e-01,6.9318008700e+10,2.2340945300e+04,2.7883426600e-05,7.3736539800e-01,1.7991184000e-02,2.5359097600e+04,3.8514767100e+33
9.9600611400e-01,6.9319815500e+10,2.2258754000e+04,2.7386022400e-05,7.3736539800e-01,1.7991184000e-02,2.4914368400e+04,3.8514767100e+33
9.9603194500e-01,6.9321613300e+10,2.2177130000e+04,2.6897225400e-05,7.3736539800e-01,1.7991184000e-02,2.4477063900e+04,3.8514767100e+33
9.9605764900e-01,6.9323402200e+10,2.2096067200e+04,2.6416790000e-05,7.3736539800e-01,1.7991184000e-02,2.4047041700e+04,3.8514767100e+33
9.9608322600e-01,6.9325182300e+10,2.2015559300e+04,2.5944489400e-05,7.3736539800e-01,1.7991184000e-02,2.3624166400e+04,3.8514767100e+33
9.9610867700e-01,6.9326953700e+10,2.1935599800e+04,2.5480113400e-05,7.3736539800e-01,1.7991184000e-02,2.3208308700e+04,3.8514767100e+33
9.9613400400e-01,6.9328716400e+10,2.1856181700e+04,2.5023467800e-05,7.3736539800e-01,1.7991184000e-02,2.2799345300e+04,3.8514767100e+33
9.9615920800e-01,6.9330470500e+10,2.1777297900e+04,2.4574372900e-05,7.3736539800e-01,1.7991184000e-02,2.2397158500e+04,3.8514767100e+33
9.9618428900e-01,6.9332216100e+10,2.1698941300e+04,2.4132662300e-05,7.3736539800e-01,1.7991184000e-02,2.2001635400e+04,3.8514767100e+33
9.9620925000e-01,6.9333953300e+10,2.1621104400e+04,2.3698182900e-05,7.3736539800e-01,1.7991184000e-02,2.1612668300e+04,3.8514767100e+33
9.9623409100e-01,6.9335682200e+10,2.1543780500e+04,2.3271345500e-05,7.3736539800e-01,1.7991184000e-02,2.1230416700e+04,3.8514767100e+33
9.9625881400e-01,6.9337402800e+10,2.1466964600e+04,2.2852395000e-05,7.3736539800e-01,1.7991184000e-02,2.0854961300e+04,3.8514767100e+33
9.9628341700e-01,6.9339115200e+10,2.1390651500e+04,2.2441053700e-05,7.3736539800e-01,1.7991184000e-02,2.0486133200e+04,3.8514767100e+33
9.9630790300e-01,6.9340819300e+10,2.1314835400e+04,2.2037066200e-05,7.3736539800e-01,1.7991184000e-02,2.0123772200e+04,3.8514767100e+33
9.9633227100e-01,6.9342515300e+10,2.1239509800e+04,2.1640201000e-05,7.3736539800e-01,1.7991184000e-02,1.9767728600e+04,3.8514767100e+33
9.9635652200e-01,6.9344203100e+10,2.1164668600e+04,2.1250450300e-05,7.3736539800e-01,1.7991184000e-02,1.9417957100e+04,3.8514767100e+33
9.9638065700e-01,6.9345882900e+10,2.1090307600e+04,2.0867713200e-05,7.3736539800e-01,1.7991184000e-02,1.9074372000e+04,3.8514767100e+33
9.9640467700e-01,6.9347554600e+10,2.1016422200e+04,2.0491775700e-05,7.3736539800e-01,1.7991184000e-02,1.8736834500e+04,3.8514767100e+33
9.9642858200e-01,6.9349218300e+10,2.0943007700e+04,2.0122440000e-05,7.3736539800e-01,1.7991184000e-02,1.8405212800e+04,3.8514767100e+33
9.9645237200e-01,6.9350874100e+10,2.0870059000e+04,1.9759523100e-05,7.3736539800e-01,1.7991184000e-02,1.8079381500e+04,3.8514767100e+33
9.9647604900e-01,6.9352522000e+10,2.0797571000e+04,1.9402855600e-05,7.3736539800e-01,1.7991184000e-02,1.7759221200e+04,3.8514767100e+33
9.9649961500e-01,6.9354162000e+10,2.0725538100e+04,1.9052280600e-05,7.3736539800e-01,1.7991184000e-02,1.7444617900e+04,3.8514767100e+33
9.9652306800e-01,6.9355794400e+10,2.0653954900e+04,1.8707652600e-05,7.3736539800e-01,1.7991184000e-02,1.7135462600e+04,3.8514767100e+33
9.9654641200e-01,6.9357419000e+10,2.0582815800e+04,1.8368836600e-05,7.3736539800e-01,1.7991184000e-02,1.6831651300e+04,3.8514767100e+33
9.9656964600e-01,6.9359036100e+10,2.0512115100e+04,1.8035707200e-05,7.3736539800e-01,1.7991184000e-02,1.6533084100e+04,3.8514767100e+33
9.9659277200e-01,6.9360645600e+10,2.0441847100e+04,1.7708170500e-05,7.3736539800e-01,1.7991184000e-02,1.6239675200e+04,3.8514767100e+33
9.9661579100e-01,6.9362247700e+10,2.0372006900e+04,1.7386680700e-05,7.3736539800e-01,1.7991184000e-02,1.5951584000e+04,3.8514767100e+33
9.9663870200e-01,6.9363842300e+10,2.0302590900e+04,1.7071276000e-05,7.3736539800e-01,1.7991184000e-02,1.5668784400e+04,3.8514767100e+33
9.9666150700e-01,6.9365429400e+10,2.0233595200e+04,1.6761731200e-05,7.3736539800e-01,1.7991184000e-02,1.5391132700e+04,3.8514767100e+33
9.9668420500e-01,6.9367009200e+10,2.0165015300e+04,1.6457840200e-05,7.3736539800e-01,1.7991184000e-02,1.5118493600e+04,3.8514767100e+33
9.9670679700e-01,6.9368581500e+10,2.0096846500e+04,1.6159414500e-05,7.3736539800e-01,1.7991184000e-02,1.4850740200e+04,3.8514767100e+33
9.9672928400e-01,6.9370146500e+10,2.0029083800e+04,1.5866282200e-05,7.3736539800e-01,1.7991184000e-02,1.4587752500e+04,3.8514767100e+33
9.9675166600e-01,6.9371704300e+10,1.9961721700e+04,1.5578320300e-05,7.3736539800e-01,1.7991184000e-02,1.4329432500e+04,3.8514767100e+33
9.9677394400e-01,6.9373254800e+10,1.9894756100e+04,1.5295525500e-05,7.3736539800e-01,1.7991184000e-02,1.4076383100e+04,3.8514767100e+33
9.9679611800e-01,6.9374798000e+10,1.9828182800e+04,1.5017747000e-05,7.3736539800e-01,1.7991184000e-02,1.3827909400e+04,3.8514767100e+33
9.9681818900e-01,6.9376334200e+10,1.9761997900e+04,1.4744827100e-05,7.3736539800e-01,1.7991184000e-02,1.3583795500e+04,3.8514767100e+33
9.9684015900e-01,6.9377863200e+10,1.9696196800e+04,1.4476620400e-05,7.3736539800e-01,1.7991184000e-02,1.3343936100e+04,3.8514767100e+33
9.9686202700e-01,6.9379385200e+10,1.9630774900e+04,1.4212993100e-05,7.3736539800e-01,1.7991184000e-02,1.3108231400e+04,3.8514767100e+33
9.9688379500e-01,6.9380900200e+10,1.9565727200e+04,1.3953822300e-05,7.3736539800e-01,1.7991184000e-02,1.2876586800e+04,3.8514767100e+33
9.9690546400e-01,6.9382408300e+10,1.9501048700e+04,1.3698994600e-05,7.3736539800e-01,1.7991184000e-02,1.2648912400e+04,3.8514767100e+33
9.9692703500e-01,6.9383909600e+10,1.9436734500e+04,1.3448481200e-05,7.3736539800e-01,1.7991184000e-02,1.2425155000e+04,3.8514767100e+33
9.9694850900e-01,6.9385404100e+10,1.9372780300e+04,1.3202366100e-05,7.3736539800e-01,1.7991184000e-02,1.2205310400e+04,3.8514767100e+33
9.9696988500e-01,6.9386891900e+10,1.9309183300e+04,1.2961031600e-05,7.3736539800e-01,1.7991184000e-02,1.1989499700e+04,3.8514767100e+33
9.9699116500e-01,6.9388372900e+10,1.9245940900e+04,1.2724353800e-05,7.3736539800e-01,1.7991184000e-02,1.1777633300e+04,3.8514767100e+33
9.9701234800e-01,6.9389847200e+10,1.9183050100e+04,1.2492146500e-05,7.3736539800e-01,1.7991184000e-02,1.1569595500e+04,3.8514767100e+33
9.9703343500e-01,6.9391314700e+10,1.9120507500e+04,1.2264240000e-05,7.3736539800e-01,1.7991184000e-02,1.1365278500e+04,3.8514767100e+33
9.9705442500e-01,6.9392775600e+10,1.9058309400e+04,1.2040479800e-05,7.3736539800e-01,1.7991184000e-02,1.1164580800e+04,3.8514767100e+33
9.9707531900e-01,6.9394229800e+10,1.8996451700e+04,1.1820724800e-05,7.3736539800e-01,1.7991184000e-02,1.0967407600e+04,3.8514767100e+33
9.9709611900e-01,6.9395677400e+10,1.8934930400e+04,1.1604909900e-05,7.3736539800e-01,1.7991184000e-02,1.0773695700e+04,3.8514767100e+33
9.9711682400e-01,6.9397118500e+10,1.8873741800e+04,1.1392962100e-05,7.3736539800e-01,1.7991184000e-02,1.0583380100e+04,3.8514767100e+33
9.9713743500e-01,6.9398552900e+10,1.8812882300e+04,1.1184765700e-05,7.3736539800e-01,1.7991184000e-02,1.0396379400e+04,3.8514767100e+33
9.9715795300e-01,6.9399980900e+10,1.8752348300e+04,1.0980214200e-05,7.3736539800e-01,1.7991184000e-02,1.0212616400e+04,3.8514767100e+33
9.9717837800e-01,6.9401402500e+10,1.8692135700e+04,1.0779209300e-05,7.3736539800e-01,1.7991184000e-02,1.0032018000e+04,3.8514767100e+33
9.9719871200e-01,6.9402817700e+10,1.8632240600e+04,1.0581660400e-05,7.3736539800e-01,1.7991184000e-02,9.8545147500e+03,3.8514767100e+33
9.9721895400e-01,6.9404226500e+10,1.8572659000e+04,1.0387483800e-05,7.3736539800e-01,1.7991184000e-02,9.6800407300e+03,3.8514767100e+33
9.9723910700e-01,6.9405629100e+10,1.8513386800e+04,1.0196602200e-05,7.3736539800e-01,1.7991184000e-02,9.5085330100e+03,3.8514767100e+33
9.9725917100e-01,6.9407025500e+10,1.8454420000e+04,1.0008974300e-05,7.3736539800e-01,1.7991184000e-02,9.3399437500e+03,3.8514767100e+33
9.9727914700e-01,6.9408415800e+10,1.8395755400e+04,9.8248405600e-06,7.3736539800e-01,1.7991184000e-02,9.1743365500e+03,3.8514767100e+33
9.9729903400e-01,6.9409799900e+10,1.8337390700e+04,9.6443668500e-06,7.3736539800e-01,1.7991184000e-02,9.0117464100e+03,3.8514767100e+33
9.9731883300e-01,6.9411177800e+10,1.8279323600e+04,9.4673987700e-06,7.3736539800e-01,1.7991184000e-02,8.8520831600e+03,3.8514767100e+33
9.9733854300e-01,6.9412549600e+10,1.8221551600e+04,9.2937949200e-06,7.3736539800e-01,1.7991184000e-02,8.6952622100e+03,3.8514767100e+33
9.9735816600e-01,6.9413915300e+10,1.8164071500e+04,9.1234269600e-06,7.3736539800e-01,1.7991184000e-02,8.5412045900e+03,3.8514767100e+33
9.9737770000e-01,6.9415274900e+10,1.8106880200e+04,8.9561781600e-06,7.3736539800e-01,1.7991184000e-02,8.3898363500e+03,3.8514767100e+33
9.9739714700e-01,6.9416628300e+10,1.8049974200e+04,8.7919422200e-06,7.3736539800e-01,1.7991184000e-02,8.2410881700e+03,3.8514767100e+33
9.9741650800e-01,6.9417975800e+10,1.7993350000e+04,8.6306227200e-06,7.3736539800e-01,1.7991184000e-02,8.0948950900e+03,3.8514767100e+33
9.9743578200e-01,6.9419317200e+10,1.7937004000e+04,8.4721849100e-06,7.3736539800e-01,1.7991184000e-02,7.9512163100e+03,3.8514767100e+33
9.9745497000e-01,6.9420652700e+10,1.7880933200e+04,8.3165788700e-06,7.3736539800e-01,1.7991184000e-02,7.8100064800e+03,3.8514767100e+33
9.9747407300e-01,6.9421982200e+10,1.7825134700e+04,8.1637257100e-06,7.3736539800e-01,1.7991184000e-02,7.6712099100e+03,3.8514767100e+33
9.9749309200e-01,6.9423305900e+10,1.7769605200e+04,8.0135527700e-06,7.3736539800e-01,1.7991184000e-02,7.5346321200e+03,3.8514767100e+33
9.9751202700e-01,6.9424623700e+10,1.7714341700e+04,7.8659928600e-06,7.3736539800e-01,1.7991184000e-02,7.3999237500e+03,3.8514767100e+33
9.9753088000e-01,6.9425935800e+10,1.7659341000e+04,7.7209838100e-06,7.3736539800e-01,1.7991184000e-02,7.2674999100e+03,3.8514767100e+33
9.9754965000e-01,6.9427242200e+10,1.7604599800e+04,7.5784679200e-06,7.3736539800e-01,1.7991184000e-02,7.1373168600e+03,3.8514767100e+33
9.9756833800e-01,6.9428542800e+10,1.7550114900e+04,7.4384312300e-06,7.3736539800e-01,1.7991184000e-02,7.0093472000e+03,3.8514767100e+33
9.9758694600e-01,6.9429837900e+10,1.7495883600e+04,7.3011149200e-06,7.3736539800e-01,1.7991184000e-02,6.8836568500e+03,3.8514767100e+33
9.9760547200e-01,6.9431127300e+10,1.7441903200e+04,7.1665129400e-06,7.3736539800e-01,1.7991184000e-02,6.7602212300e+03,3.8514767100e+33
9.9762391800e-01,6.9432411000e+10,1.7388171800e+04,7.0345431400e-06,7.3736539800e-01,1.7991184000e-02,6.6389887800e+03,3.8514767100e+33
9.9764228200e-01,6.9433689100e+10,1.7334686900e+04,6.9051006100e-06,7.3736539800e-01,1.7991184000e-02,6.5199000600e+03,3.8514767100e+33
9.9766056500e-01,6.9434961600e+10,1.7281446100e+04,6.7780902300e-06,7.3736539800e-01,1.7991184000e-02,6.4028995000e+03,3.8514767100e+33
9.9767876700e-01,6.9436228500e+10,1.7228446600e+04,6.6534255800e-06,7.3736539800e-01,1.7991184000e-02,6.2879350300e+03,3.8514767100e+33
9.9769688900e-01,6.9437489700e+10,1.7175685600e+04,6.5310279900e-06,7.3736539800e-01,1.7991184000e-02,6.1749577400e+03,3.8514767100e+33
9.9771493100e-01,6.9438745400e+10,1.7123160200e+04,6.4108256700e-06,7.3736539800e-01,1.7991184000e-02,6.0639215100e+03,3.8514767100e+33
9.9773289400e-01,6.9439995600e+10,1.7070867300e+04,6.2927530000e-06,7.3736539800e-01,1.7991184000e-02,5.9547828200e+03,3.8514767100e+33
9.9775077800e-01,6.9441240300e+10,1.7018803800e+04,6.1767498700e-06,7.3736539800e-01,1.7991184000e-02,5.8475004400e+03,3.8514767100e+33
9.9776858400e-01,6.9442479500e+10,1.6966966600e+04,6.0627743000e-06,7.3736539800e-01,1.7991184000e-02,5.7420398900e+03,3.8514767100e+33
9.9778631300e-01,6.9443713400e+10,1.6915353100e+04,5.9508221900e-06,7.3736539800e-01,1.7991184000e-02,5.6383805800e+03,3.8514767100e+33
9.9780396500e-01,6.9444941900e+10,1.6863960800e+04,5.8408489200e-06,7.3736539800e-01,1.7991184000e-02,5.5364884000e+03,3.8514767100e+33
9.9782154000e-01,6.9446165100e+10,1.6812787300e+04,5.7328091100e-06,7.3736539800e-01,1.7991184000e-02,5.4363292700e+03,3.8514767100e+33
9.9783904000e-01,6.9447383100e+10,1.6761830100e+04,5.6266604900e-06,7.3736539800e-01,1.7991184000e-02,5.3378705000e+03,3.8514767100e+33
9.9785646500e-01,6.9448595800e+10,1.6711086800e+04,5.5225099000e-06,7.3736539800e-01,1.7991184000e-02,5.2411301900e+03,3.8514767100e+33
9.9787381400e-01,6.9449803300e+10,1.6660555200e+04,5.4204473600e-06,7.3736539800e-01,1.7991184000e-02,5.1461203400e+03,3.8514767100e+33
9.9789108900e-01,6.9451005600e+10,1.6610232900e+04,5.3203815600e-06,7.3736539800e-01,1.7991184000e-02,5.0527914400e+03,3.8514767100e+33
9.9790828800e-01,6.9452202600e+10,1.6560117300e+04,5.2222298700e-06,7.3736539800e-01,1.7991184000e-02,4.9610973100e+03,3.8514767100e+33
9.9792541200e-01,6.9453394400e+10,1.6510205800e+04,5.1259177400e-06,7.3736539800e-01,1.7991184000e-02,4.8709948500e+03,3.8514767100e+33
9.9794246100e-01,6.9454581000e+10,1.6460495500e+04,5.0313946200e-06,7.3736539800e-01,1.7991184000e-02,4.7824493900e+03,3.8514767100e+33
9.9795943600e-01,6.9455762400e+10,1.6410984100e+04,4.9386342300e-06,7.3736539800e-01,1.7991184000e-02,4.6954349900e+03,3.8514767100e+33
9.9797633600e-01,6.9456938600e+10,1.6361669100e+04,4.8475808000e-06,7.3736539800e-01,1.7991184000e-02,4.6099164900e+03,3.8514767100e+33
9.9799316300e-01,6.9458109700e+10,1.6312548200e+04,4.7581824400e-06,7.3736539800e-01,1.7991184000e-02,4.5258602800e+03,3.8514767100e+33
9.9800991600e-01,6.9459275700e+10,1.6263619100e+04,4.6703916500e-06,7.3736539800e-01,1.7991184000e-02,4.4432345600e+03,3.8514767100e+33
9.9802659600e-01,6.9460436600e+10,1.6214879100e+04,4.5841648500e-06,7.3736539800e-01,1.7991184000e-02,4.3620090900e+03,3.8514767100e+33
9.9804320400e-01,6.9461592400e+10,1.6166325800e+04,4.4994619100e-06,7.3736539800e-01,1.7991184000e-02,4.2821550900e+03,3.8514767100e+33
9.9805974000e-01,6.9462743300e+10,1.6117956800e+04,4.4162457700e-06,7.3736539800e-01,1.7991184000e-02,4.2036450600e+03,3.8514767100e+33
9.9807620500e-01,6.9463889200e+10,1.6069769400e+04,4.3344820900e-06,7.3736539800e-01,1.7991184000e-02,4.1264526700e+03,3.8514767100e+33
9.9809259900e-01,6.9465030200e+10,1.6021761300e+04,4.2541389100e-06,7.3736539800e-01,1.7991184000e-02,4.0505526300e+03,3.8514767100e+33
9.9810892300e-01,6.9466166400e+10,1.5973929800e+04,4.1752267300e-06,7.3736539800e-01,1.7991184000e-02,3.9759332500e+03,3.8514767100e+33
9.9812517800e-01,6.9467297600e+10,1.5926272900e+04,4.0979121300e-06,7.3736539800e-01,1.7991184000e-02,3.9026317200e+03,3.8514767100e+33
9.9814136200e-01,6.9468424000e+10,1.5878788400e+04,4.0221554500e-06,7.3736539800e-01,1.7991184000e-02,3.8306204900e+03,3.8514767100e+33
